SOURCE,TARGET,RATING,TIME
1568,905,1,16/01/2012
1712,1566,5,16/01/2012
35,1721,1,16/01/2012
1717,775,2,17/01/2012
1615,1562,3,17/01/2012
1465,1723,1,17/01/2012
39,415,8,17/01/2012
1723,1465,1,17/01/2012
35,1724,1,17/01/2012
1724,35,1,17/01/2012
1566,1725,3,17/01/2012
1725,1566,3,17/01/2012
1383,1726,1,17/01/2012
1726,1383,1,17/01/2012
1595,1615,2,17/01/2012
1396,1674,2,17/01/2012
1396,1700,2,17/01/2012
36,1,4,17/01/2012
1,36,3,17/01/2012
1674,1396,2,17/01/2012
1674,1334,2,17/01/2012
1562,1490,1,18/01/2012
1490,1562,1,18/01/2012
1,1727,1,18/01/2012
1727,1,1,18/01/2012
1465,775,3,18/01/2012
1539,1281,2,18/01/2012
1539,1728,1,18/01/2012
1591,1724,1,18/01/2012
775,523,4,18/01/2012
775,1281,1,18/01/2012
775,1717,2,18/01/2012
1650,1729,2,18/01/2012
1729,1650,2,18/01/2012
304,1383,1,19/01/2012
1383,304,1,19/01/2012
1317,1502,2,19/01/2012
1502,1317,2,19/01/2012
1693,1502,1,19/01/2012
1502,1693,1,19/01/2012
1502,1714,2,19/01/2012
1714,1502,2,19/01/2012
1201,1615,4,19/01/2012
1615,1201,4,19/01/2012
1566,1565,5,19/01/2012
1566,1657,6,19/01/2012
1562,1555,2,19/01/2012
1555,1562,3,19/01/2012
309,882,2,19/01/2012
309,1383,3,19/01/2012
1644,35,5,20/01/2012
1201,64,2,20/01/2012
1714,1154,1,20/01/2012
1585,1555,5,20/01/2012
1555,1584,1,20/01/2012
1584,1555,1,20/01/2012
1201,1690,1,20/01/2012
1317,1453,3,20/01/2012
592,1585,1,20/01/2012
1585,592,1,20/01/2012
35,1732,1,20/01/2012
1732,35,1,20/01/2012
1317,1693,1,20/01/2012
359,1733,2,20/01/2012
1693,1317,1,20/01/2012
1334,1674,2,20/01/2012
35,1733,1,20/01/2012
35,1734,1,20/01/2012
1728,1735,1,20/01/2012
1562,1736,1,21/01/2012
1736,1562,1,21/01/2012
7,304,3,21/01/2012
184,1733,2,21/01/2012
1669,1737,1,21/01/2012
1396,905,4,21/01/2012
1736,493,1,21/01/2012
493,1736,2,21/01/2012
1487,1693,1,21/01/2012
1386,1245,1,21/01/2012
1245,1386,1,21/01/2012
1386,1562,2,22/01/2012
1562,1386,2,22/01/2012
1736,256,1,22/01/2012
256,1736,1,22/01/2012
905,1738,1,22/01/2012
1738,905,1,22/01/2012
1736,1739,-1,22/01/2012
1499,1317,2,22/01/2012
1281,1664,1,22/01/2012
7,1664,1,22/01/2012
523,775,4,22/01/2012
1317,1499,2,22/01/2012
1664,1281,1,22/01/2012
1736,1334,1,22/01/2012
1629,1736,1,22/01/2012
1334,1736,3,22/01/2012
1568,1740,1,23/01/2012
1386,1727,1,23/01/2012
1740,1568,1,23/01/2012
1727,1386,1,23/01/2012
537,1201,2,23/01/2012
1571,1383,1,23/01/2012
1736,1731,1,23/01/2012
1731,1736,1,23/01/2012
1675,1348,1,23/01/2012
1348,1675,1,23/01/2012
35,1741,1,23/01/2012
1742,832,-10,23/01/2012
1738,1245,1,23/01/2012
1245,1738,1,23/01/2012
1731,1582,1,23/01/2012
1562,861,1,23/01/2012
1629,1693,1,24/01/2012
1693,1629,1,24/01/2012
1396,1281,2,24/01/2012
415,39,8,24/01/2012
415,1281,1,24/01/2012
1281,415,1,24/01/2012
1281,775,2,24/01/2012
415,1417,1,24/01/2012
1720,775,1,24/01/2012
1741,35,2,24/01/2012
1417,415,1,24/01/2012
592,1352,1,24/01/2012
1352,592,1,24/01/2012
546,537,1,24/01/2012
415,95,5,24/01/2012
537,546,1,24/01/2012
415,257,4,24/01/2012
1,1352,3,24/01/2012
540,1386,10,25/01/2012
493,1743,3,25/01/2012
1366,353,3,25/01/2012
1736,908,1,25/01/2012
908,1736,1,25/01/2012
1565,1736,1,25/01/2012
1736,1565,2,25/01/2012
592,1386,4,25/01/2012
1386,592,4,25/01/2012
1727,905,1,26/01/2012
1615,1711,2,26/01/2012
1629,1386,3,26/01/2012
1711,1615,1,26/01/2012
1201,1747,4,26/01/2012
1396,1747,1,26/01/2012
1747,1396,1,26/01/2012
1693,1556,1,26/01/2012
1556,1693,1,26/01/2012
1487,1,2,26/01/2012
1,1487,2,26/01/2012
36,1748,1,26/01/2012
1748,36,1,26/01/2012
1746,1686,2,27/01/2012
1746,861,1,27/01/2012
1,120,3,27/01/2012
1,1749,1,27/01/2012
1576,1383,2,28/01/2012
1556,545,4,28/01/2012
1490,1334,1,28/01/2012
1334,1490,1,28/01/2012
1750,1334,1,28/01/2012
1366,1201,3,29/01/2012
537,1366,1,29/01/2012
1562,1690,3,29/01/2012
1657,1731,3,29/01/2012
1629,1475,2,29/01/2012
1366,1751,1,29/01/2012
1751,1366,1,29/01/2012
1751,705,1,29/01/2012
705,1751,1,29/01/2012
537,1576,1,29/01/2012
1576,1752,2,29/01/2012
1752,1576,2,29/01/2012
1751,1754,1,29/01/2012
1754,1751,1,29/01/2012
1576,537,1,29/01/2012
1751,1744,1,30/01/2012
1744,1751,1,30/01/2012
1721,1744,2,30/01/2012
1629,1744,1,30/01/2012
1744,1629,1,30/01/2012
1746,1585,1,30/01/2012
1585,1746,1,30/01/2012
1744,1721,1,30/01/2012
1725,545,1,30/01/2012
1322,1744,1,30/01/2012
537,1386,4,30/01/2012
1366,363,2,30/01/2012
1527,1752,1,30/01/2012
1752,1527,1,30/01/2012
41,304,1,31/01/2012
1756,1744,1,31/01/2012
1757,1744,1,31/01/2012
1744,1757,1,31/01/2012
1366,822,1,31/01/2012
1756,1585,2,31/01/2012
178,1758,3,31/01/2012
1756,822,-1,31/01/2012
1758,178,3,31/01/2012
1759,1591,10,31/01/2012
41,1591,1,31/01/2012
1615,1735,1,31/01/2012
1585,1756,-10,31/01/2012
905,1756,-10,31/01/2012
1487,1756,-10,31/01/2012
1744,1756,-10,01/02/2012
1562,1756,-10,01/02/2012
1499,1396,3,01/02/2012
1674,1714,2,01/02/2012
1685,1684,2,01/02/2012
1685,1662,2,01/02/2012
1754,1675,1,01/02/2012
1675,1754,1,01/02/2012
1591,41,1,01/02/2012
1591,222,5,01/02/2012
1591,1695,5,01/02/2012
1591,1759,5,01/02/2012
546,1744,1,01/02/2012
1591,905,4,01/02/2012
1744,546,1,01/02/2012
1591,1756,-10,01/02/2012
1615,1760,1,01/02/2012
1760,1615,1,01/02/2012
540,1591,1,01/02/2012
1591,540,2,01/02/2012
36,1745,2,01/02/2012
1745,36,2,01/02/2012
1281,1539,2,02/02/2012
304,1386,3,02/02/2012
1761,36,3,02/02/2012
36,1615,1,02/02/2012
1615,36,1,02/02/2012
1565,1583,1,02/02/2012
1583,1565,1,02/02/2012
1317,1615,3,03/02/2012
1317,1762,2,03/02/2012
1762,1317,2,03/02/2012
1317,535,4,03/02/2012
1714,535,2,03/02/2012
1762,1526,2,03/02/2012
1526,1762,2,03/02/2012
1744,1476,1,03/02/2012
1585,1657,1,03/02/2012
1744,1763,1,03/02/2012
1245,1754,1,03/02/2012
1754,1245,1,03/02/2012
1755,1744,2,03/02/2012
1765,1752,1,03/02/2012
1555,425,1,03/02/2012
425,1555,2,03/02/2012
36,1761,2,03/02/2012
1674,1766,2,04/02/2012
1766,1674,5,04/02/2012
1383,1767,1,04/02/2012
1767,1383,1,04/02/2012
1615,1768,1,04/02/2012
1768,1615,1,04/02/2012
1763,1744,10,04/02/2012
1752,1222,1,04/02/2012
1222,1752,1,04/02/2012
1758,1386,-2,04/02/2012
178,1770,1,04/02/2012
1770,178,1,04/02/2012
905,1317,5,05/02/2012
1396,1763,1,05/02/2012
1763,1396,1,05/02/2012
1689,1771,2,05/02/2012
1201,425,7,05/02/2012
425,1396,7,05/02/2012
1396,425,7,05/02/2012
1762,1771,2,05/02/2012
1585,1714,1,05/02/2012
1754,1771,1,05/02/2012
35,1755,1,05/02/2012
1615,1465,1,05/02/2012
1615,1671,-10,05/02/2012
1690,1769,1,05/02/2012
1744,1539,2,05/02/2012
1744,1556,5,05/02/2012
1556,1744,5,05/02/2012
1693,1512,1,05/02/2012
41,1562,2,05/02/2012
1714,1735,1,05/02/2012
1735,1714,1,05/02/2012
1714,1674,2,05/02/2012
1555,1576,2,05/02/2012
1576,1555,2,05/02/2012
1539,1693,2,05/02/2012
1657,1576,1,05/02/2012
1576,1657,1,05/02/2012
1386,1674,1,06/02/2012
1674,1386,5,06/02/2012
178,1772,1,06/02/2012
1771,178,2,06/02/2012
592,1562,1,06/02/2012
1562,592,1,06/02/2012
363,905,1,06/02/2012
905,363,1,06/02/2012
1562,350,1,06/02/2012
350,1562,1,06/02/2012
1562,36,2,06/02/2012
1383,1773,1,06/02/2012
1773,1383,1,06/02/2012
1773,1693,1,06/02/2012
178,1771,2,07/02/2012
1744,1775,1,07/02/2012
1775,1744,1,07/02/2012
1490,1775,2,07/02/2012
425,25,-10,07/02/2012
1771,25,10,07/02/2012
1465,1615,1,07/02/2012
1754,1776,1,07/02/2012
425,1366,2,07/02/2012
1366,425,2,07/02/2012
425,4,5,07/02/2012
1693,537,1,07/02/2012
1666,1777,3,07/02/2012
1612,1383,5,08/02/2012
1771,204,1,08/02/2012
1396,1772,1,08/02/2012
1714,1585,2,08/02/2012
1556,1771,2,08/02/2012
1771,1556,1,08/02/2012
1744,905,1,08/02/2012
36,1562,2,08/02/2012
1366,1512,2,08/02/2012
1512,1366,1,08/02/2012
1555,1778,1,08/02/2012
1555,1693,4,08/02/2012
1778,1555,1,08/02/2012
1690,1562,1,08/02/2012
1562,1730,3,08/02/2012
1562,1744,1,08/02/2012
1555,1744,2,08/02/2012
1744,1555,2,08/02/2012
1744,1562,1,08/02/2012
1366,1722,1,08/02/2012
1722,1366,1,08/02/2012
1744,1780,1,09/02/2012
1780,1744,1,09/02/2012
1366,961,1,09/02/2012
961,1366,1,09/02/2012
1744,1740,1,09/02/2012
1386,1317,5,09/02/2012
1722,1317,4,09/02/2012
1317,1722,4,09/02/2012
1740,1744,1,09/02/2012
1771,1757,1,09/02/2012
340,1764,4,09/02/2012
340,917,4,09/02/2012
1779,1744,2,09/02/2012
1771,1782,1,10/02/2012
592,1693,1,10/02/2012
1693,592,1,10/02/2012
4,425,5,10/02/2012
1782,1771,3,10/02/2012
1778,905,1,10/02/2012
35,1784,1,10/02/2012
104,1396,5,10/02/2012
1217,1785,1,10/02/2012
1785,1217,1,10/02/2012
35,1786,1,10/02/2012
1786,35,1,10/02/2012
1779,1787,8,10/02/2012
1787,1779,10,10/02/2012
1744,1779,2,11/02/2012
1784,732,2,11/02/2012
1784,1771,2,11/02/2012
1784,35,2,11/02/2012
304,1754,1,11/02/2012
1730,1562,3,11/02/2012
1396,545,4,12/02/2012
1689,304,1,12/02/2012
304,1689,1,12/02/2012
178,25,5,12/02/2012
1736,1556,3,12/02/2012
1777,1666,3,12/02/2012
1556,1736,4,12/02/2012
1771,1,2,12/02/2012
1771,1317,2,12/02/2012
425,1744,2,12/02/2012
1693,1789,1,12/02/2012
1789,1693,1,12/02/2012
1789,178,1,12/02/2012
178,1693,1,12/02/2012
178,1789,1,12/02/2012
1771,1754,1,12/02/2012
1771,1788,1,12/02/2012
1788,1771,1,12/02/2012
1788,35,1,12/02/2012
1754,1790,1,12/02/2012
1790,1754,1,12/02/2012
1437,1792,5,12/02/2012
1792,1437,5,12/02/2012
1778,1791,3,12/02/2012
304,1794,2,13/02/2012
1736,1788,2,13/02/2012
1788,1736,2,13/02/2012
1693,1744,1,13/02/2012
1744,1693,1,13/02/2012
732,1765,2,13/02/2012
1765,732,3,13/02/2012
1765,35,2,13/02/2012
35,1796,1,13/02/2012
1796,35,1,13/02/2012
1744,1245,1,13/02/2012
1245,1744,1,13/02/2012
1744,1322,1,13/02/2012
1,1693,2,14/02/2012
353,1366,7,14/02/2012
178,1797,1,14/02/2012
1797,178,1,14/02/2012
1317,1714,1,14/02/2012
35,1788,1,14/02/2012
1797,35,1,14/02/2012
1797,1744,1,14/02/2012
1386,1725,1,14/02/2012
1615,1798,1,14/02/2012
1798,1615,1,14/02/2012
1771,304,2,14/02/2012
304,1771,2,14/02/2012
1383,1725,2,14/02/2012
1790,1771,2,14/02/2012
1771,1790,1,14/02/2012
1788,1799,1,14/02/2012
1799,1788,1,14/02/2012
1383,363,1,14/02/2012
722,1611,1,14/02/2012
1576,1771,2,15/02/2012
1771,1576,2,15/02/2012
1702,7,1,15/02/2012
93,1744,2,15/02/2012
1744,93,2,15/02/2012
1771,1800,1,15/02/2012
1800,1771,1,15/02/2012
1487,1565,1,15/02/2012
1565,1487,1,15/02/2012
1693,1585,1,15/02/2012
1585,1693,1,15/02/2012
1792,775,5,15/02/2012
540,1799,1,15/02/2012
722,1366,1,15/02/2012
722,1386,2,15/02/2012
1744,1801,1,16/02/2012
1801,1744,1,16/02/2012
1693,1746,1,16/02/2012
1746,1693,1,16/02/2012
1714,1802,2,16/02/2012
1744,1281,1,16/02/2012
905,1803,1,16/02/2012
35,1795,1,16/02/2012
1795,35,2,16/02/2012
937,1677,1,16/02/2012
1677,937,1,16/02/2012
1693,1281,1,17/02/2012
1281,1693,1,17/02/2012
1675,309,-10,17/02/2012
1675,1693,2,17/02/2012
1744,1675,1,17/02/2012
1185,69,1,17/02/2012
35,1797,1,17/02/2012
35,1800,1,17/02/2012
35,1386,2,17/02/2012
1386,35,2,17/02/2012
1799,1765,1,17/02/2012
1765,1799,1,17/02/2012
1677,1,1,17/02/2012
1799,540,1,17/02/2012
1765,1585,3,17/02/2012
1585,1765,1,17/02/2012
1,1245,1,17/02/2012
1245,1,1,17/02/2012
1386,1095,1,18/02/2012
1095,1386,2,18/02/2012
1746,1714,1,18/02/2012
1746,1804,1,18/02/2012
1714,1804,1,18/02/2012
1804,1746,1,18/02/2012
1714,1746,1,18/02/2012
1804,1714,1,18/02/2012
1095,1802,1,18/02/2012
1095,1680,1,18/02/2012
1334,592,2,18/02/2012
592,1334,1,18/02/2012
1771,937,1,18/02/2012
937,1771,1,18/02/2012
184,1660,-1,18/02/2012
184,1662,-5,18/02/2012
1771,1805,1,18/02/2012
1805,1771,1,18/02/2012
1702,35,3,18/02/2012
1776,1754,2,18/02/2012
1095,1788,2,18/02/2012
1788,1095,1,18/02/2012
1317,1776,2,18/02/2012
1776,1317,3,18/02/2012
1417,1053,1,18/02/2012
135,1334,1,18/02/2012
705,1714,1,18/02/2012
1714,705,1,18/02/2012
705,1334,3,18/02/2012
1585,1773,1,18/02/2012
1677,309,-1,19/02/2012
1802,1585,1,19/02/2012
1800,35,1,19/02/2012
35,1806,1,19/02/2012
1806,35,1,19/02/2012
204,1744,1,19/02/2012
1744,204,1,19/02/2012
1744,1807,1,19/02/2012
1807,1744,1,19/02/2012
1677,1693,1,19/02/2012
1624,1806,1,19/02/2012
1281,1,1,19/02/2012
1,1281,1,19/02/2012
1744,1808,1,19/02/2012
1808,1744,1,19/02/2012
1677,1809,1,19/02/2012
1809,1677,1,19/02/2012
1809,25,1,20/02/2012
1809,1348,1,20/02/2012
1348,1809,1,20/02/2012
1771,1704,1,20/02/2012
1771,823,2,20/02/2012
304,1704,3,20/02/2012
35,1095,1,20/02/2012
1095,35,1,20/02/2012
1714,1803,1,20/02/2012
1803,1714,1,20/02/2012
1753,184,2,20/02/2012
1753,1811,1,20/02/2012
1811,1753,1,20/02/2012
1366,540,1,20/02/2012
540,1366,1,20/02/2012
1366,1714,1,20/02/2012
1714,1366,1,20/02/2012
1281,1799,1,20/02/2012
1799,1281,1,20/02/2012
775,1792,1,20/02/2012
775,1720,1,20/02/2012
1201,135,4,20/02/2012
1201,1487,4,20/02/2012
1487,1201,4,20/02/2012
1803,905,2,20/02/2012
184,1753,2,20/02/2012
1809,88,1,20/02/2012
395,1809,5,20/02/2012
1809,1464,1,20/02/2012
1334,1677,2,20/02/2012
1677,1334,2,20/02/2012
35,1812,1,20/02/2012
1744,1677,1,21/02/2012
1677,1744,2,21/02/2012
1281,1771,-1,21/02/2012
415,1771,-1,21/02/2012
1809,1813,1,21/02/2012
1813,1809,1,21/02/2012
1809,777,1,21/02/2012
1771,722,1,21/02/2012
722,1771,1,21/02/2012
1585,25,10,21/02/2012
1201,178,2,21/02/2012
1366,1802,1,21/02/2012
353,1383,4,21/02/2012
1802,1366,1,21/02/2012
1615,1814,1,22/02/2012
1814,1615,1,22/02/2012
1585,174,3,22/02/2012
1771,905,1,22/02/2012
174,1585,3,22/02/2012
1334,1034,2,22/02/2012
1034,1334,1,22/02/2012
35,1808,1,22/02/2012
1677,1499,1,22/02/2012
1499,1675,1,22/02/2012
1675,1499,1,22/02/2012
1317,1366,3,22/02/2012
1366,1816,1,23/02/2012
1816,1366,1,23/02/2012
1585,882,2,23/02/2012
1693,1817,1,23/02/2012
1817,1693,2,23/02/2012
1812,35,1,23/02/2012
1366,1818,1,23/02/2012
1818,1366,1,23/02/2012
1555,1764,1,23/02/2012
1764,1555,1,23/02/2012
1764,340,1,24/02/2012
1568,1366,1,24/02/2012
1714,1819,1,24/02/2012
1366,1568,1,24/02/2012
1386,1731,1,24/02/2012
1731,1386,1,24/02/2012
592,1714,1,24/02/2012
1714,592,1,24/02/2012
1568,1788,1,24/02/2012
1788,1568,1,24/02/2012
1819,1714,1,24/02/2012
1334,1714,2,24/02/2012
1802,1714,2,24/02/2012
1556,36,2,24/02/2012
36,1556,1,24/02/2012
36,1821,1,24/02/2012
1366,1822,1,24/02/2012
1822,1366,2,24/02/2012
1386,1366,3,24/02/2012
1366,1386,3,24/02/2012
1386,192,1,24/02/2012
1386,1680,1,24/02/2012
1386,309,3,24/02/2012
304,363,2,24/02/2012
1765,1281,1,24/02/2012
1670,1244,2,25/02/2012
1334,1244,2,25/02/2012
1771,1731,2,25/02/2012
1201,1317,4,25/02/2012
1771,1281,-1,25/02/2012
1771,1334,1,25/02/2012
1334,1771,1,25/02/2012
1317,1803,1,25/02/2012
1803,1317,1,25/02/2012
1317,309,4,25/02/2012
1352,4,3,25/02/2012
4,1352,3,25/02/2012
1185,309,-10,25/02/2012
1806,1771,1,25/02/2012
1771,1806,1,25/02/2012
1555,1585,6,25/02/2012
1095,1334,1,25/02/2012
1670,1334,1,25/02/2012
1322,1383,1,25/02/2012
1334,1820,2,25/02/2012
1788,1322,1,25/02/2012
1322,1788,1,25/02/2012
465,1556,8,25/02/2012
425,1,10,26/02/2012
1386,1,8,26/02/2012
1334,1554,2,26/02/2012
425,1773,1,26/02/2012
1556,1487,1,26/02/2012
36,1774,3,26/02/2012
1585,1811,1,26/02/2012
35,1823,2,26/02/2012
1823,35,1,26/02/2012
1751,1824,1,26/02/2012
1824,1751,1,26/02/2012
1686,1746,1,26/02/2012
1686,1690,1,26/02/2012
1690,1686,1,26/02/2012
270,184,1,26/02/2012
184,270,1,26/02/2012
1771,1820,1,27/02/2012
1820,1771,1,27/02/2012
1701,1714,3,27/02/2012
1487,309,2,27/02/2012
1201,309,3,27/02/2012
1744,1825,1,27/02/2012
1825,1744,1,27/02/2012
1798,1826,5,27/02/2012
1826,1798,5,27/02/2012
1826,497,5,27/02/2012
7,1686,2,27/02/2012
1686,7,1,27/02/2012
1386,1565,1,27/02/2012
523,1827,1,27/02/2012
1595,1626,1,27/02/2012
1626,1595,1,27/02/2012
905,1820,1,28/02/2012
1771,1714,2,28/02/2012
1714,1352,2,28/02/2012
1352,39,2,28/02/2012
39,1352,2,28/02/2012
722,1827,2,28/02/2012
1808,1788,1,28/02/2012
1788,1808,1,28/02/2012
1753,1820,2,28/02/2012
13,1366,1,28/02/2012
1366,13,1,28/02/2012
1612,1753,2,28/02/2012
1753,1612,2,28/02/2012
1753,1788,2,28/02/2012
1788,1753,2,28/02/2012
1820,1753,3,28/02/2012
1821,36,1,28/02/2012
309,1752,-3,29/02/2012
1820,905,2,29/02/2012
13,1794,1,29/02/2012
1794,13,1,29/02/2012
1,304,3,29/02/2012
1185,1828,1,29/02/2012
1828,1185,1,29/02/2012
1670,1185,2,29/02/2012
1185,1670,2,29/02/2012
1555,1386,7,29/02/2012
309,1352,2,29/02/2012
1396,1752,-2,29/02/2012
1386,1334,1,01/03/2012
1690,1829,3,01/03/2012
1829,1690,3,01/03/2012
1201,1386,9,01/03/2012
1690,832,-10,01/03/2012
1744,1830,1,01/03/2012
1830,1744,1,01/03/2012
905,1793,1,01/03/2012
905,1714,3,01/03/2012
390,36,1,01/03/2012
36,390,2,01/03/2012
1744,1793,2,01/03/2012
545,35,4,01/03/2012
35,545,4,01/03/2012
36,1831,1,01/03/2012
1831,36,1,01/03/2012
1753,1,2,01/03/2012
1352,1832,1,01/03/2012
1832,1352,1,01/03/2012
13,1833,1,01/03/2012
1833,13,3,01/03/2012
104,23,10,01/03/2012
1752,1757,4,02/03/2012
1757,1752,4,02/03/2012
1802,1,1,02/03/2012
1802,1386,2,02/03/2012
1,1802,1,02/03/2012
1386,1802,1,02/03/2012
35,1834,1,02/03/2012
36,1835,1,02/03/2012
1835,36,1,02/03/2012
1317,1757,1,02/03/2012
1757,1317,1,02/03/2012
35,1836,1,02/03/2012
1352,1555,3,02/03/2012
1555,1352,3,02/03/2012
905,1837,1,02/03/2012
1334,1838,1,02/03/2012
1838,1334,1,02/03/2012
1838,35,1,02/03/2012
1833,905,3,03/03/2012
1583,1810,1,03/03/2012
1810,1583,1,03/03/2012
1753,1499,5,03/03/2012
1185,1839,5,03/03/2012
1839,1840,8,03/03/2012
1839,1185,5,03/03/2012
905,1841,1,03/03/2012
1841,905,1,03/03/2012
1840,1839,5,03/03/2012
425,1840,1,03/03/2012
1840,425,1,03/03/2012
905,465,1,03/03/2012
1675,1714,1,03/03/2012
1714,1675,2,03/03/2012
1764,1769,5,03/03/2012
1714,1839,2,04/03/2012
1839,1714,2,04/03/2012
1820,539,1,04/03/2012
539,1820,1,04/03/2012
1842,1317,1,04/03/2012
1317,1842,1,04/03/2012
1615,1842,1,04/03/2012
1769,1764,5,04/03/2012
1403,1772,1,04/03/2012
1317,35,3,04/03/2012
1769,1566,2,04/03/2012
1842,1615,1,04/03/2012
1842,1487,1,04/03/2012
1620,1584,1,04/03/2012
1584,1620,1,04/03/2012
1487,1556,1,04/03/2012
1487,1842,2,04/03/2012
1712,1843,5,04/03/2012
1844,1843,1,04/03/2012
1843,1712,5,04/03/2012
1317,1201,6,04/03/2012
135,1845,1,05/03/2012
1281,1657,-1,05/03/2012
1585,1352,1,05/03/2012
1753,1782,1,06/03/2012
1782,1753,1,06/03/2012
1386,1811,1,06/03/2012
1771,13,1,06/03/2012
1,823,3,06/03/2012
1843,1844,5,06/03/2012
1,540,1,06/03/2012
1201,1846,4,06/03/2012
1565,104,1,06/03/2012
1487,1847,1,06/03/2012
1847,1487,1,06/03/2012
104,1565,2,07/03/2012
1719,1847,5,07/03/2012
1846,1690,5,07/03/2012
1846,29,7,07/03/2012
1690,1846,5,07/03/2012
13,493,3,07/03/2012
493,13,3,07/03/2012
1656,1185,8,07/03/2012
1185,1656,8,07/03/2012
1584,1662,-1,07/03/2012
1352,1585,1,07/03/2012
1810,1848,1,07/03/2012
1201,25,10,07/03/2012
1848,1810,2,07/03/2012
1677,112,1,07/03/2012
112,1677,1,08/03/2012
135,905,2,08/03/2012
1829,1620,1,08/03/2012
1317,1829,3,08/03/2012
1829,1317,2,08/03/2012
1833,1752,1,08/03/2012
1317,882,4,08/03/2012
1317,1849,1,08/03/2012
1317,1850,1,08/03/2012
1850,1317,1,08/03/2012
1752,1833,1,08/03/2012
1845,1769,1,08/03/2012
1845,135,1,08/03/2012
1352,239,3,08/03/2012
1487,1512,2,08/03/2012
1512,1487,1,08/03/2012
1317,1785,2,08/03/2012
1615,1785,2,08/03/2012
546,1510,1,08/03/2012
1773,523,1,09/03/2012
1771,1851,1,09/03/2012
1851,1771,2,09/03/2012
1447,1,1,09/03/2012
1693,1510,1,09/03/2012
1548,1765,1,09/03/2012
1765,1548,1,09/03/2012
1849,1317,1,10/03/2012
1771,1852,1,10/03/2012
1852,1771,1,10/03/2012
1185,1334,1,10/03/2012
1334,1185,1,10/03/2012
304,1788,1,10/03/2012
1788,304,1,10/03/2012
1853,1771,1,10/03/2012
1487,25,10,10/03/2012
322,1854,1,10/03/2012
1487,1855,1,10/03/2012
1771,1773,1,11/03/2012
1773,1771,1,11/03/2012
1802,1348,1,11/03/2012
1693,1487,1,11/03/2012
1771,1348,1,11/03/2012
1348,1771,1,11/03/2012
1771,1856,1,11/03/2012
1856,1771,1,11/03/2012
1853,1585,1,11/03/2012
905,1677,1,11/03/2012
546,1222,1,11/03/2012
1222,546,1,11/03/2012
592,1348,1,11/03/2012
1348,592,1,11/03/2012
905,1853,-10,11/03/2012
1585,1853,-10,11/03/2012
1690,1853,-10,11/03/2012
1785,1317,1,12/03/2012
1785,1615,1,12/03/2012
309,1,5,12/03/2012
309,905,3,12/03/2012
1,1714,2,12/03/2012
1677,1857,1,12/03/2012
7,1858,1,12/03/2012
1543,1859,2,12/03/2012
1859,1543,2,12/03/2012
1701,523,1,12/03/2012
523,1701,1,12/03/2012
1677,1245,2,12/03/2012
1245,1677,2,12/03/2012
1857,35,1,12/03/2012
35,1857,1,12/03/2012
1757,1366,1,12/03/2012
1366,1757,1,13/03/2012
1677,1860,1,13/03/2012
1860,1677,1,13/03/2012
1386,1510,-5,13/03/2012
1701,1744,1,13/03/2012
1744,1701,1,13/03/2012
905,1861,1,13/03/2012
1860,523,1,13/03/2012
1861,905,1,13/03/2012
1677,1826,1,13/03/2012
1612,1771,1,13/03/2012
1771,1612,1,13/03/2012
1809,395,1,13/03/2012
1585,1512,2,13/03/2012
309,1862,-10,13/03/2012
1386,1862,-10,13/03/2012
309,1714,1,13/03/2012
26,1863,2,13/03/2012
1386,1714,1,13/03/2012
1487,1386,5,13/03/2012
1714,309,1,13/03/2012
1357,523,1,13/03/2012
309,1677,-1,13/03/2012
1585,1546,1,13/03/2012
1863,26,2,13/03/2012
1546,1585,1,13/03/2012
1185,1864,4,13/03/2012
1864,1185,6,13/03/2012
1744,13,1,14/03/2012
13,1744,1,14/03/2012
1771,1865,1,14/03/2012
1865,1771,1,14/03/2012
882,1317,1,14/03/2012
882,1,5,14/03/2012
523,1357,1,14/03/2012
523,1867,1,14/03/2012
523,1383,2,14/03/2012
1585,304,3,14/03/2012
1866,1771,5,14/03/2012
1771,1866,5,14/03/2012
1185,1868,1,14/03/2012
35,1838,1,14/03/2012
35,1869,1,14/03/2012
1869,35,1,14/03/2012
882,1860,1,14/03/2012
1860,882,1,14/03/2012
882,25,-10,14/03/2012
1686,1620,1,14/03/2012
1868,1185,1,14/03/2012
882,1870,1,15/03/2012
882,1585,2,15/03/2012
1746,1771,1,15/03/2012
1744,846,1,15/03/2012
1487,1811,1,15/03/2012
1811,1487,1,15/03/2012
846,1744,1,15/03/2012
1744,1871,1,15/03/2012
1771,1746,1,15/03/2012
1487,1383,3,15/03/2012
1317,1463,1,15/03/2012
1463,1317,1,15/03/2012
1819,1744,1,15/03/2012
1744,1819,1,15/03/2012
1771,1744,5,15/03/2012
905,1873,1,15/03/2012
1873,905,1,15/03/2012
882,905,1,15/03/2012
1771,1874,1,15/03/2012
1874,1771,1,15/03/2012
1352,1753,-3,15/03/2012
1690,1875,2,15/03/2012
546,1876,1,15/03/2012
546,1348,1,15/03/2012
1348,546,1,15/03/2012
1875,1690,2,15/03/2012
1876,546,1,15/03/2012
1872,1744,1,15/03/2012
1744,1872,1,15/03/2012
1334,1744,1,16/03/2012
1744,1334,1,16/03/2012
1715,1348,1,16/03/2012
1348,1715,1,16/03/2012
1357,546,3,16/03/2012
846,1771,1,16/03/2012
1872,1771,1,16/03/2012
1771,1872,1,16/03/2012
